COUNTRY,INDICATOR,LABOUR ASPECT,NATIONALITY,UNIT,GENDER,FREQUENCY,DATA SOURCES,DATA STATUS,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA CONFIDENTIALITY
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2014,2365063,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2015,2515267,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2016,2638480,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2017,2712224,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2018,2810958,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2019,2864904,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2020,2661784,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2021,2476108,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2022,2790287,,
Kuwait,Employed,Total,Total,Number (#),Total,Annual,,,2023,2919227,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2011,1200460,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2012,1257717,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2013,1334563,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2014,1680238,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2015,1805348,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2016,1918952,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2017,1996133,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2018,2066675,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2019,2079956,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2020,1914804,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2021,1762092,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2022,1941011,,
Kuwait,Employed,Total,Total,Number (#),Male,Annual,,,2023,2026925,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2011,277830,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2012,295493,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2013,308470,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2014,684825,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2015,709919,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2016,719528,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2017,716091,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2018,744283,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2019,784948,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2020,746980,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2021,714016,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2022,849276,,
Kuwait,Employed,Total,Total,Number (#),Female,Annual,,,2023,892302,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2011,290596,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2012,302060,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2013,302495,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2014,338297,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2015,344622,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2016,354806,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2017,365560,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2018,380652,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2019,394836,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2020,406675,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2021,430128,,
Kuwait,Employed,Total,Citzens,Number (#),Total,Annual,,,2022,442647,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2011,133956,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2012,137937,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2013,137144,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2014,150835,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2015,154415,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2016,157249,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2017,159805,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2018,164437,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2019,167816,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2020,172253,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2021,181818,,
Kuwait,Employed,Total,Citzens,Number (#),Male,Annual,,,2022,186845,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2011,156640,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2012,164123,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2013,165351,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2014,187462,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2015,190207,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2016,197557,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2017,205755,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2018,216215,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2019,227020,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2020,234422,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2021,248310,,
Kuwait,Employed,Total,Citzens,Number (#),Female,Annual,,,2022,255802,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2011,1187694,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2012,1251150,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2013,1340538,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2014,2026766,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2015,2170645,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2016,2283674,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2017,2346664,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2018,2430306,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2019,2470068,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2020,2255109,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2021,2045980,,
Kuwait,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2022,2347640,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2011,1066504,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2012,1119780,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2013,1197419,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2014,1529403,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2015,1650933,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2016,1761703,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2017,1836328,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2018,1902238,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2019,1912140,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2020,1742551,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2021,1580274,,
Kuwait,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2022,1754166,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2011,121190,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2012,131370,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2013,143119,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2014,497363,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2015,519712,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2016,521971,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2017,510336,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2018,528068,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2019,557928,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2020,512558,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2021,465706,,
Kuwait,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2022,593474,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2011,22103364.552766398,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2012,23041352.188669976,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2013,23991215.683760464,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2014,25393483.316361032,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2015,26510076.706867877,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2016,29499401.091964893,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2017,29427149.462803982,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2018,28493644.345064253,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2019,29423961.7343869,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2020,27994182,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2021,27725215,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2022,30323560,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Total,Annual,,,2023,33071218,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2011,18403061.622956082,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2012,19214231.396891996,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2013,19973061.716008805,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2014,20847803.687662378,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2015,21672692.61647539,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2016,23840056.85092096,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2017,23652012.143293545,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2018,22448108.863618217,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2019,22825589.025975324,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2020,22250543,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2021,22034102,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2022,23946287,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Male,Annual,,,2023,26078145,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2011,3700302.929810316,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2012,3827120.7917779763,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2013,4018153.9677516585,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2014,4545679.628698651,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2015,4837384.090392489,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2016,5659344.241043929,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2017,5775137.319510438,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2018,6045535.481446033,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2019,6598372.708411569,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2020,5743639,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2021,5691113,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2022,6377273,,
Gulf Cooperation Council,Employed,Total,Total,Number (#),Female,Annual,,,2023,6993073,,
Gulf Cooperation Council,Employed,Total,Citzens,Number (#),Male,Annual,,,2011,4314370,,
Gulf Cooperation Council,Employed,Total,Citzens,Number (#),Female,Annual,,,2011,1243059,,
Gulf Cooperation Council,Employed,Total,Citzens,Number (#),Total,Annual,,,2011,5621033,,
Gulf Cooperation Council,Employed,Total,Non Citzens,Number (#),Total,Annual,,,2011,16482331.552766398,,
Gulf Cooperation Council,Employed,Total,Non Citzens,Number (#),Male,Annual,,,2011,14025087.62295608,,
Gulf Cooperation Council,Employed,Total,Non Citzens,Number (#),Female,Annual,,,2011,2457243.929810316,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2019-Q1,68148,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2019-Q2,67109,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2019-Q3,69526,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2019-Q4,67908,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2020-Q1,92421,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2020-Q2,91309,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2020-Q3,93860.93477258539,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2020-Q4,92321.93477258539,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2021-Q1,92211,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2021-Q2,92031,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2021-Q3,93637,,
Bahrain,Employed,Total,Citzens,Number (#),Female,Quaterly,,,2021-Q4,95006,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2019-Q1,148799,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2019-Q2,148630,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2019-Q3,151746,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2019-Q4,151701,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2020-Q1,142513,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2020-Q2,141577,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2020-Q3,144671.29174284093,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2020-Q4,144375.29174284093,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2021-Q1,144247,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2021-Q2,144670,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2021-Q3,146842,,
Bahrain,Employed,Total,Citzens,Number (#),Male,Quaterly,,,2021-Q4,148740,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2019-Q1,216947,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2019-Q2,215739,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2019-Q3,221272,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2019-Q4,219609,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2020-Q1,234934,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2020-Q2,232886,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2020-Q3,238532.2265154263,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2020-Q4,236697.2265154263,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2021-Q1,236458,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2021-Q2,236701,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2021-Q3,240479,,
Bahrain,Employed,Total,Citzens,Number (#),Total,Quaterly,,,2021-Q4,243746,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2019-Q1,102677,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2019-Q2,102677,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2019-Q3,102765,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2019-Q4,102765,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2020-Q1,103450,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2020-Q2,90744,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2020-Q3,90743.81856113976,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2020-Q4,90743.81856113976,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2021-Q1,90743.81856113976,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2021-Q2,90743.81856113976,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2021-Q3,109224,,
Bahrain,Employed,Total,Non Citzens,Number (#),Female,Quaterly,,,2021-Q4,109224,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2019-Q1,543919,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2019-Q2,543919,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2019-Q3,511787,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2019-Q4,511787,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2020-Q1,509509,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2020-Q2,507042,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2020-Q3,507042.2402450259,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2020-Q4,507042.2402450259,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2021-Q1,507042.2402450259,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2021-Q2,507042.2402450259,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2021-Q3,507985,,
Bahrain,Employed,Total,Non Citzens,Number (#),Male,Quaterly,,,2021-Q4,507985,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2019-Q1,646596,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2019-Q2,646596,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2019-Q3,614552,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2019-Q4,614552,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2020-Q1,612959,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2020-Q2,597786,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2020-Q3,597786.0588061657,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2020-Q4,597786.0588061657,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2021-Q1,597786.0588061657,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2021-Q2,597786.0588061657,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2021-Q3,617209,,
Bahrain,Employed,Total,Non Citzens,Number (#),Total,Quaterly,,,2021-Q4,617209,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2019-Q1,170825,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2019-Q2,169786,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2019-Q3,172291,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2019-Q4,170673,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2020-Q1,195871,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2020-Q2,182053,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2020-Q3,184604.75333372515,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2020-Q4,183065.75333372515,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2021-Q1,182954.81856113975,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2021-Q2,182774.81856113975,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2021-Q3,202861,,
Bahrain,Employed,Total,Total,Number (#),Female,Quaterly,,,2021-Q4,204230,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2019-Q1,692718,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2019-Q2,692549,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2019-Q3,663533,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2019-Q4,663488,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2020-Q1,652022,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2020-Q2,648619,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2020-Q3,651713.53198786685,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2020-Q4,651417.53198786685,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2021-Q1,651289.24024502584,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2021-Q2,651712.24024502584,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2021-Q3,654827,,
Bahrain,Employed,Total,Total,Number (#),Male,Quaterly,,,2021-Q4,656725,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2019-Q1,863543,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2019-Q2,862335,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2019-Q3,835824,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2019-Q4,834161,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2020-Q1,847893,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2020-Q2,830672,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2020-Q3,836318.285321592,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2020-Q4,834483.285321592,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2021-Q1,834244.05880616559,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2021-Q2,834487.05880616559,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2021-Q3,857688,,
Bahrain,Employed,Total,Total,Number (#),Total,Quaterly,,,2021-Q4,860955,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Female,Quaterly,,,2019-Q1,32.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Female,Quaterly,,,2019-Q2,32.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Female,Quaterly,,,2019-Q3,32.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Female,Quaterly,,,2019-Q4,32.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Female,Quaterly,,,2020-Q1,32.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Male,Quaterly,,,2019-Q1,63.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Male,Quaterly,,,2019-Q2,63.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Male,Quaterly,,,2019-Q3,63.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Male,Quaterly,,,2019-Q4,63.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Male,Quaterly,,,2020-Q1,63.2,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Total,Quaterly,,,2019-Q1,47.8,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Total,Quaterly,,,2019-Q2,47.8,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Total,Quaterly,,,2019-Q3,47.8,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Total,Quaterly,,,2019-Q4,47.8,,
Bahrain,Labour Force Participation Rate,Total,Citzens,Percentage (%),Total,Quaterly,,,2020-Q1,47.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Female,Quaterly,,,2019-Q1,58.2,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Female,Quaterly,,,2019-Q2,58.2,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Female,Quaterly,,,2019-Q3,58.2,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Female,Quaterly,,,2019-Q4,58.2,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Female,Quaterly,,,2020-Q1,58.2,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Male,Quaterly,,,2019-Q1,97.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Male,Quaterly,,,2019-Q2,97.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Male,Quaterly,,,2019-Q3,97.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Male,Quaterly,,,2019-Q4,97.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Male,Quaterly,,,2020-Q1,97.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Total,Quaterly,,,2019-Q1,87.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Total,Quaterly,,,2019-Q2,87.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Total,Quaterly,,,2019-Q3,87.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Total,Quaterly,,,2019-Q4,87.8,,
Bahrain,Labour Force Participation Rate,Total,Non Citzens,Percentage (%),Total,Quaterly,,,2020-Q1,87.8,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Female,Quaterly,,,2019-Q1,43.7,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Female,Quaterly,,,2019-Q2,43.7,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Female,Quaterly,,,2019-Q3,43.7,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Female,Quaterly,,,2019-Q4,43.7,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Female,Quaterly,,,2020-Q1,43.7,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Male,Quaterly,,,2019-Q1,87.3,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Male,Quaterly,,,2019-Q2,87.3,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Male,Quaterly,,,2019-Q3,87.3,,
Bahrain,Labour Force Participation Rate,Total,Total,Percentage (%),Male,Quaterly,,,2019-Q4,87.3,,
